0.05,2000,2000
0.051,2000,2000
0.052,2000,2000
0.053,2000,2000
0.054,2000,2000
0.055,2000,2000
0.056,2000,2000
0.057,2000,2000
0.058,2000,2000
0.059,2000,2000
0.06,2000,2000
0.061,2000,2000
0.062,2000,2000
0.063,2000,2000
0.064,2000,2000
0.065,2255.6,2074.5
0.066,2355.8,2170.6
0.067,2375.6,2251.4
0.068,2390,2316.1
0.069,2364.9,2369.5
0.07,2364.4,2412.7
0.071,2360.6,2450
0.072,2353.5,2483.5
0.073,2358.2,2512
0.074,2340.9,2539.1
0.075,2314.3,2562.2
0.076,2303.4,2583.8
0.077,2312.3,2603.2
0.078,2342.1,2624.7
0.079,2203.8,2633.5
0.08,2166.8,2645.8
0.081,2142.1,2656.3
0.082,2133.8,2669.3
0.083,2119,2679.7
0.084,2116.3,2692
0.085,2098.2,2699.9
0.086,2097.7,2711.2
0.087,2078.1,2717.1
0.088,2063.9,2723.6
0.089,2051.5,2730
0.09,2041.1,2736.2
0.091,2034.4,2742.9
0.092,2023.4,2747.7
0.093,2010.8,2752.1
0.094,1998.3,2755.2
0.095,2000,2763.1
0.096,1987.9,2765.9
0.097,1986.1,2771.8
0.098,1965.1,2771.4
0.099,1959.3,2775.3
0.1,1973.5,2781.6
