0.064,0.4,0.4
0.0641,0.4,0.4
0.0642,0.4,0.4
0.0643,0.4,0.4
0.0644,0.4,0.4
0.0645,0.4,0.4
0.0646,0.40094,0.40127
0.0647,0.40348,0.40469
0.0648,0.40519,0.40701
0.0649,0.40569,0.4077
0.065,0.40599,0.40812
0.0651,0.40616,0.40837
0.0652,0.40627,0.40855
0.0653,0.40633,0.40866
0.0654,0.4064,0.40877
0.0655,0.40637,0.40877
0.0656,0.40621,0.40858
0.0657,0.40605,0.4084
0.0658,0.40595,0.4083
0.0659,0.40567,0.40796
0.066,0.4055,0.40777
0.0661,0.40509,0.40727
0.0662,0.40493,0.40708
0.0663,0.40464,0.40674
0.0664,0.40412,0.40609
0.0665,0.404,0.40595
0.0666,0.40331,0.40508
0.0667,0.40343,0.40525
0.0668,0.40337,0.40519
0.0669,0.40315,0.40494
0.067,0.40274,0.40443
